Source	Target
Imperial Light Helmet of Major Alteration	제국군 경갑 투구 - 중급 변화마법
Imperial Light Helmet of Major Conjuration	제국군 경갑 투구 - 중급 소환마법
Imperial Light Helmet of Major Destruction	제국군 경갑 투구 - 중급 파괴마법
Imperial Light Helmet of Major Magicka	제국군 경갑 투구 - 중급 매지카 증가
Imperial Light Helmet of Minor Alchemy	제국군 경갑 투구 - 최하급 연금술
Imperial Light Helmet of Minor Alteration	제국군 경갑 투구 - 최하급 변화마법
Imperial Light Helmet of Minor Conjuration	제국군 경갑 투구 - 최하급 소환마법
Imperial Light Helmet of Minor Destruction	제국군 경갑 투구 - 최하급 파괴마법
Imperial Light Helmet of Minor Illusion	제국군 경갑 투구 - 최하급 환영마법
Imperial Light Helmet of Minor Magicka	제국군 경갑 투구 - 최하급 매지카 증가
Imperial Light Shield	제국군 경갑 방패
Imperial Light Shield of Blocking	제국군 경갑 방패 - 하급 방어
Imperial Light Shield of Dwindling Flames	제국군 경갑 방패 - 중급 화염 저항
Imperial Light Shield of Dwindling Frost	제국군 경갑 방패 - 중급 냉기 저항
Imperial Light Shield of Dwindling Shock	제국군 경갑 방패 - 중급 전격 저항
Imperial Light Shield of Major Blocking	제국군 경갑 방패 - 중급 방어
Imperial Light Shield of Minor Blocking	제국군 경갑 방패 - 최하급 방어
Imperial Light Shield of Resist Fire	제국군 경갑 방패 - 최하급 화염 저항
Imperial Light Shield of Resist Frost	제국군 경갑 방패 - 최하급 냉기 저항
Imperial Light Shield of Resist Shock	제국군 경갑 방패 - 최하급 전격 저항
Imperial Light Shield of Waning Fire	제국군 경갑 방패 - 하급 화염 저항
Imperial Light Shield of Waning Frost	제국군 경갑 방패 - 하급 냉기 저항
Imperial Light Shield of Waning Shock	제국군 경갑 방패 - 하급 전격 저항
Imperial LightHelmet of Major Illusion	제국군 경갑 투구 - 중급 환영마법
Imperial Luck	임페리얼의 행운
Imperial Mage	제국군 마법사
Imperial Military Camp	제국군 야영지
Imperial Missive	제국군 서신
Imperial Officer	제국군 장교
Imperial Officer's Helmet	제국군 장교 투구
Imperial Order	제국군 명령서
Imperial Quartermaster	제국군 행정보급관
Imperial Report on Saarthal	사아쌀에 관한 제국 보고서
Imperial Shield	제국군 방패
Imperial Soldier	제국군 병사
Imperial Sword	제국군 검
Imperial Sword of Arcing	제국군 검 - 하급 전격
Imperial Sword of Binding	제국군 검 - 중급 소울 트랩
Imperial Sword of Burning	제국군 검 - 하급 화염
Imperial Sword of Cold	제국군 검 - 최하급 냉기
Imperial Sword of Cowardice	제국군 검 - 하급 공포
Imperial Sword of Diminishing	제국군 검 - 중급 매지카 피해
Imperial Sword of Dismay	제국군 검 - 최하급 공포
Imperial Sword of Draining	제국군 검 - 하급 매지카 피해
Imperial Sword of Embers	제국군 검 - 최하급 화염
Imperial Sword of Fatigue	제국군 검 - 최하급 지구력 피해
Imperial Sword of Fear	제국군 검 - 중급 공포
Imperial Sword of Frost	제국군 검 - 하급 냉기
Imperial Sword of Ice	제국군 검 - 중급 냉기
Imperial Sword of Sapping	제국군 검 - 최하급 매지카 피해
Imperial Sword of Scorching	제국군 검 - 중급 화염
Imperial Sword of Shocks	제국군 검 - 중급 전격
Imperial Sword of Soul Snares	제국군 검 - 하급 소울 트랩
Imperial Sword of Souls	제국군 검 - 최하급 소울 트랩
Imperial Sword of Sparks	제국군 검 - 최하급 전격
Imperial Sword of Torpor	제국군 검 - 중급 지구력 피해
Imperial Sword of Weariness	제국군 검 - 하급 지구력 피해
Imperial War Horn	제국군 전쟁 나팔
Imperial Wizard	제국군 마도사
Imperials are natives of Cyrodiil, the cosmopolitan heartland of the Empire.	임페리얼은 제국의 세계적 중심지인 시로딜의 주민들입니다.
Impersonation of User	사용자 도용
Impossible? Why?	불가능하다니? 어째서?
Impressive.	인상적이군.
Improved Bonemold Armor	뼈다귀 강화 방어구
Improved Bonemold Boots	뼈다귀 강화 전투화
Improved Bonemold Gauntlets	뼈다귀 강화 장갑
Improved Bonemold Helmet	뼈다귀 강화 투구
Improved Bonemold Shield	뼈다귀 강화 방패
Improved Hidden Pockets	향상된 숨김 주머니
Improved night vision for <dur> seconds.	<dur> 초 동안 어둠을 꿰뚫어 봅니다.
Improved Nimble Fingers	향상된 날렵한 손
Improved Remedy	치료 강화
Improved Sly of Hand	향상된 교활한 손
Improved Swindler's Voice	향상된 사기꾼의 목소리
Improved Virulity	독성 강화
Improvement	강화
Improves the caster's armor rating by <mag> points for <dur> seconds.	시전자는 <dur> 초 동안 총 방어력이 <mag> 증가합니다.
In 3E 389 Emperor Uriel VII was imprisoned by his Imperial Battlemage, Jagar Tharn, who then impersonated him for years.	제 3시대 389년 유리엘 7세는 그의 '제국전투마법사'인 제이거 탄 에 의해 갇히게 되었습니다. 그 후 수 년동안 제이거 탄이 유리엘 7세의 모습으로 변장하고 지냈습니다.
In Castle Volkihar?	볼키하 성은 어떻지?
In My Time Of Need	긴급사태
In order to use the Add-Ons associated with this profile, you will need to restart.	이 프로필에 연계된 DLC를 이용하려면 게임을 다시 시작해야합니다.
In order to use the downloaded content associated with this profile, you will need to restart.	이 프로필을 사용하여 DLC를 이용하려면 게임을 다시 시작해야합니다.
In that case, I'm glad you're the one doing it.	뭐 그런 거라면, 당신이 날 흡혈귀로 만들어 줘서 기쁘군.
Incense Fumes	향 연기 장치
Incident at Necrom	네크롬에서 일어난 일
Incinerate	소각
Increase %s?	%s 추가합니까?
Increase Damage from Alduin	알두인의 피해 증가
Increase Detection	탐지력 증가
Increase Heavy Armor skill by <mag> points for <dur> seconds.	<dur> 초 동안 중갑 방어구 기술이 <mag> 증가합니다.
Increase the damage and decrease the cost of Destruction spells for <dur> seconds.	<dur> 초 동안 파괴마법의 위력과 지속 시간이 증가하고 매지카 소모량이 감소합니다.
Increase the duration and decrease the cost of Conjuration spells for <dur> seconds.	<dur> 초 동안 소환마법의 위력과 지속 시간이 증가하고 매지카 소모량이 감소합니다.
Increase the duration and decrease the cost of Illusion spells for <dur> seconds.	<dur> 초 동안 환영마법의 위력과 지속 시간이 증가하고 매지카 소모량이 감소합니다.
Increased Health, Magicka, and Stamina recovery.	체력 재생, 매지카 재생, 지구력 재생이 증가합니다.
Increased Health, Magicka, and Stamina.	체력, 매지카, 지구력이 증가합니다.
Increased Magicka Regen	매지카 재생 증가
Increases armor rating by <mag> points and negates up to <mag> points of spell damage or effects.	총 방어력이 <mag> 증가하고 피해량이 <mag> 이하인 마법이나 효과를 무효화합니다.
Increases Armor Rating by <mag> points.	총 방어력이 <mag> 증가합니다.
Increases Disease Resistance by <mag>%.	질병 저항력이 <mag>% 증가합니다.
Increases Enchanting skill by <mag> points.	마법부여 기술이 <mag> 증가합니다.
Increases Fire Resistance by <mag>%.	화염 저항력이 <mag>% 증가합니다.
Increases Frost Resistance by <mag>%.	냉기 저항력이 <mag>% 증가합니다.
Increases Heavy Armor skill by <mag> points.	중갑 방어구 기술이 <mag> 증가합니다.
Increases how much you can carry by <mag> points.	무게 한계가 <mag> 증가합니다.
Increases Light Armor skill by <mag> points for <dur> seconds.	<dur> 초 동안 경갑 방어구 기술이 <mag> 증가합니다.
Increases Light Armor skill by <mag> points.	경갑 방어구 기술이 <mag> 증가합니다.
Increases Magic Resistance by <mag>%.	마법 저항력이 <mag>% 증가합니다.
Increases Poison Resistance by <mag>%.	독 저항력이 <mag>% 증가합니다.
Increases Shock Resistance by <mag>%.	전격 저항력이 <mag>% 증가합니다.
Increases Stamina Regeneration by <50>%.	지구력 재생이 <50>% 증가합니다.
Increases the duration of your Howls by <25>%.	울부짖음의 지속 시간이 <25>% 증가합니다.
Increases your Enchanting skill by <mag> points.	마법부여가 <mag> 증가합니다.
Increases your health by <mag> points.	체력이 <mag> 증가합니다.
Increases your Magicka by <mag> points.	매지카가 <mag> 증가합니다.
Increases your stamina by <mag> points.	지구력이 <mag> 증가합니다.
Incriminating Letter	유죄증명 편지
Indara	인다라
Indara Caerellia	인다라 카렐리아
Indaryn	인다린
Indolent Farmer	게으른 농부
Infiltrate Mercer's House	머서의 집에 잠입하기
Infiltration	잠입
Inform the Alik'r of Saadia's location	세이디아의 위치를 알리키어에게 알리기
Inge	잉거
Inge Six Fingers	잉거 식스-핑거스
Ingjard	잉야드
Ingredient	재료
Ingredient had no effect.	해당 재료는 아무 효과가 없었습니다.
INGREDIENTS	재료
Ingrid	잉그리드
Ingun Black-Briar	잉건 블랙-브라이어
Ingun's Alchemy Chest	잉건의 연금술 상자
Ingun's Supply Chest Key	열쇠 - 잉건의 물품 상자
Inhale	흡입하기
Inhale the fumes	향 연기를 들이마시기
Initiate's Ewer	입문자의 물병
Inkwell	잉크병
Inner Ring	안쪽 고리
Inner Sanctum	지성소
Innocence Lost	잃어버린 순수함
Innocence, my Brother.	순수함이지, 형제여.
Inns are a great place to pick up rumors. The innkeeper can usually point you to local quests.	여관은 소문을 듣기에 매우 좋은 곳입니다. 여관주인은 대개 그 지역의 퀘스트를 알려주기도 합니다.
Insane College Wizard	미친 대학 마도사
Insightful Enchanter	통찰의 마법부여가
Inspect the Temple of Kynareth	키나레스의 신전을 둘러보기
Instant Kill	즉사
Instantly absorb <mag> points of Health from the target.	체력을 <mag> 즉시 흡수합니다.
Instruction? Where do I sign up?	지도? 어디에 가서 배우면 되는 겁니까?
Insubstantial	비현실
Insufficient charge for enchantment	마법부여를 위한 충전량이 부족합니다.
Intense Flames	강렬한 불길
Interested in buying this Honningbrew Decanter?	허닝브루 디캔터를 살 생각 있나?
Interested in me, are you?	나에게 관심이 있나본데?
Interesting.	흥미롭군.
Interrogate Odahviing	오다빙을 심문하기
Interrogation Chamber Key	열쇠 - 취조실
Interrupts the soul drain effect in the Soul Cairn.	소울 케언의 영혼 흡수를 중단시킵니다.
Intimidate	위협
Intimidate <Alias=Brute> in <Alias=BruteTown>	<Alias=BruteTown>에 있는 <Alias=Brute>를 위협하기
Intimidation	협박
Inventory	소지품
Investigate	조사하기
Investigate Alva's house	알바의 집을 조사하기
Investigate Hjerim with Viola	비올라와 함께 예림을 조사하기
Investigate Kolbjorn Barrow	콜비욘 무덤을 조사하기
Investigate Shroud Hearth Barrow	장막덮힌 난로 무덤을 조사하기
Investigate the Bards College	바드 대학을 조사하기
Investigate the Boethiah cultist	보에디아 광신도 조사하기
Investigate the burned house	타버린 집을 조사하기
Investigate the cryptic message	비밀 메시지에 대해 조사하기
Investigate the dragon	드래곤을 조사하기
Investigate the Gauldur legend	골더의 전설에 대해 조사하기
Investigate the Hall of the Dead	망자의 전당을 조사하기
Investigate the man wandering the streets near the Bards College	바드 대학 근처를 돌아다니는 남자를 조사하기
Investigate the moondial	달 시계를 조사하기
Investigate the ruins of Arkngthamz	아큰담즈의 유적을 조사하기
Investigate the scene of the attack	공격현장을 조사하기
Investigate the shrine	성소를 조사하기
Investigate Thirsk Mead Hall and the exiled Nords	터스크 연회장과 추방당한 노드들 조사하기
Investigator's Key	열쇠 - 수사관의 보관함
Investigators Chest	수사관의 보관함
Investor	투자자
Invisibility	투명화
Invisibility for <dur> seconds.	<dur> 초 동안 투명화합니다.
Invisibility for <dur> seconds. Activating an object or attacking will break the spell.	<dur> 초 동안 투명화합니다. 물체를 작동하거나 공격 시 마법이 파괴됩니다.
Invisibility Phantom	투명한 환상
Invisibility Potion Recipe	제조법 : 투명화 1
Invitation to Elenwen's Reception	엘렌웬의 연회 초대장
Invocation of Azura	아주라에 대한 기도
Iona	이오나
Irgnir	어그니어
Irgnir's House	어그니어의 집
Irileth	이릴레스
Irkngthand	어큰싼드
Irkngthand Arcanex	어큰싼드 아케이넥스
Irkngthand Arcanex Key	열쇠 - 어큰싼드 아케이넥스
Irkngthand Consortium Key	열쇠 - 어큰싼드 협력단
Irkngthand Grand Cavern	어큰싼드 대동굴
Irkngthand Ramparts	어큰싼드 성루
Irkngthand Sanctuary	어큰싼드 성역
Irkngthand Slave Pens	어큰싼드 노예 축사
Irlof	일로프
Irnskar	언스카
Irnskar Ironhand	언스카 아이언핸드
Irnskar's agreed to forgive your debt.	언스카는 당신의 빚을 탕감해주기로 했다.
IRON	철
Iron Armor	철 방어구
Iron Armor of Alteration	철 방어구 - 하급 변화마법
Iron Armor of Conjuring	철 방어구 - 하급 소환마법
Iron Armor of Destruction	철 방어구 - 하급 파괴마법
Iron Armor of Health	철 방어구 - 하급 체력 증가
Iron Armor of Illusion	철 방어구 - 하급 환영마법
